IndigNation	indignation
Hoop-La	Hoopla
B-Sides	B-sides
Path	PATH
Paul	PAUL
Paúl	PAUL
Tri-State	Tristate
STAG	Stag
STAT	Stat
Scantron	Scan-Tron
Guard	GUARD
S.T.A.R.	Star
STAR	Star
Nepotism	NEPOTISM
Macintosh	MacIntosh
Aden	ADEN
Achievement	ACHIEVEMENT
EXCITING	exciting
Genentech	GENENTECH
Abd-el-latif	Abdel-Latif
Rubi-Con	Rubicon
Ho-Hum	Ho-hum
POSIT	posit
Levasseur	LeVasseur
FIDAL	Fidal
Facade	FACADE
Façade	FACADE
RéCréation	recreation
ClanDestine	clandestine
England	ENGLAND
Standard	STANDARD
Thornburgh	THORNBURGH
MacLaine	Maclaine
WTS	Wts
David	DAVID
Dávid	DAVID
Davis	DAVIS
NCUBE	NCube
Bayer	BAYER
Alexander	ALEXANDER
W.O.W.	Wow
WoO	Woo
F.U.N.K.	funk
Ibi	I.B.I
Whyte	WHYTE
Anheuser-Busch	ANHEUSER-BUSCH
.post	post-
Measures	MEASURES
Johnson	JOHNSON
Genie	GEnie
Crocodile	CROCODILE
FETA	feta
Argyll	ARGYLL
Acre	ACRE
Kili	KILI
WIL	Wil
WIM	Wim
W.I.Z.	Wiz
WiZ	Wiz
WiX	Wix
WIT	Wit
WIS	Wis
SuHL	Suhl
WKD	Wkd
Subject	SUBJECT
E-Rotic	Erotic
WEB	Web
WED	Wed
Clock	CLOCK
KiMs	KIMS
King	KING
Aclu	ACLU
HOW...	-how
Demonstrates	DEMONSTRATES
ERAN	Eran
WAD	Wad
W.A.X.	Wax
WAS	Was
W.A.R.	War
WAT	Wat
WaT	Wat
WAN	Wan
WAL	Wal
Acid	ACID
Anti-fascist	Anti-Fascist
ACeS	ACEs
SUHA	Suha
Kier	KIER
SUDS	Suds
Kiev	KIEV
Acca	ACCA
Acco	ACCO
Multichannel	MultiChannel
Fayetteville	FAYETTEVILLE
LEARN	Learn
Teledyne	TELEDYNE
EROS	Eros
ERNO	Erno
ANTI-	anti
ANTS	ants
Baxter	BAXTER
Palm	PALM
Eritrean	ERITREAN
ERMA	Erma
Berkeley	BERKELEY
Pala	PALA
Adam	ADAM
Manufacturing	MANUFACTURING
F.E.A.R.	fear
Çankırı	Cankiri
Pars	PARS
Part	PART
Park	PARK
Pärk	PARK
Bronze	BRONZE
VUE	Vue
VUK	Vuk
EUREKA	Eureka
EUReKA	Eureka
VUV	Vuv
CRISES	crises
FEED	feed
VOW	Vow
WPC	WPc
StarLite	Starlite
EMBOSS	emboss
ANKH	ankh
Reuters	REUTERS
Stronger	STRONGER
PACS	PACs
Pact	PACT
AbOUT	ABOUT
About	ABOUT
Bazin	BAZIN
Pace	PACE
Pacé	PACE
VOZ	Voz
Paco	PACO
Gaston	GASTON
Ich	I.C.H
Paid	PAID
Reits	REITs
Pahs	PAHs
Pair	PAIR
VIT	Vit
VIV	Viv
Won	WON
Wow	WOW
ERIC	Eric
Bronte	BRONTE
Brontë	BRONTE
ProActive	proactive
Stand-In	stand-in
Acta	ACTA
Cartoon	CARTOON
POSIT	Posit
ESCO	Esco
TEMS	tems
9-Volt	9-volt
Halton	HALTON
PARRY	parry
Spite	SPITE
ESER	Eser
Rebuke	REBUKE
DisBAND	Disband
GRITS	grits
Spill	SPILL
Nowhere	NOWHERE
AmfAR	AmFAR
Punitive	PUNITIVE
ESAB	Esab
Agar-Agar	agar-agar
Break	BREAK
AFIS	AFIs
Blue-Books	bluebooks
ZAP	Zap
ZAH	Zah
ZAK	Zak
Shack	SHACK
Dublin	DUBLIN
Tennessee	TENNESSEE
Dram	D-RAM
Dividend	DIVIDEND
Folk-Lore	Folklore
Year	YEAR
Macduff	MacDuff
Victor	VICTOR
PAVE	pave
TEAL	teal
TEAM	team
GrimE	grime
Fraser	FRASER
ZIL	Zil
ZiL	Zil
Set-aside	Set-Aside
Remic	REMIC
PATS	pats
Tokyo	TOKYO
Tõkyõ	TOKYO
MacKinnon	Mackinnon
PAST	past
Téa	tea-
PASS	pass
ESTA	Esta
ESSO	Esso
Sabancı	Sabanci
ESSA	Essa
HAS	-has
GAMMA	gamma
Oxtail	OXTAIL
Coaching	COACHING
Prosper	PROSPER
ESTi	Esti
ALCOR	Alcor
TsSU	TSSU
Shade	SHADE
JasPer	Jasper
ReWorked	reworked
ESPO	Espo
Trials	TRIALS
Franklin	FRANKLIN
Shape	SHAPE
DRI	D-R.I
Dr.I	D-R.I
GAMES	games
Full	FULL
Technophobia	TECHNO-PHOBIA
Excalibur	EXCALIBUR
Share	SHARE
Sharp	SHARP
ESME	Esme
ANTIC	antic
Fund	FUND
Antichristian	anti-Christian
Speedup	SPEEDUP
Hernan	HERNAN
Hernán	HERNAN
Soho	So-Ho
Equity	EQUITY
E-Rotic	erotic
YUP	Yup
POSCO	Posco
Lunch	LUNCH
LifeLines	lifelines
Fuji	FUJI
.zip	ZIP
Zip	ZIP
FOR	-for
Holmes	HOLMES
Tuna	TUNA
MagiC	magic
MODELLER	Modeller
Suddenly	SUDDENLY
YMA	Yma
Ape-X	apex
Overall	OVERALL
D-I-V-O-R-C-E	Divorce
D.I.V.O.R.C.E.	Divorce
...You	You
Y-O-U	You
YOU	You
Chelsea	CHELSEA
Topsoil	TOPSOIL
Public	PUBLIC
EMILE	Emile
Zap	ZAP
Zas	ZAS
Kenneth	KENNETH
SmartMoney	smart-money
S.H.U.S.H.	Shush
YAM	Yam
METEOR	meteor
METeOR	meteor
BRUNO	Bruno
YAS	Yas
Zen	ZEN
In-Quest	inquest
Re-Animated	re-animated
YET	Yet
Y.E.S.	Yes
YER	Yer
Performance	PERFORMANCE
YEO	Yeo
Jockey	JOCKEY
ZiL	ZIL
Brennan	BRENNAN
Wisdom	WISDOM
P.A.R.	par-
PAPA	papa
Báránd	bar-and
MoonDreamers	Moondreamers
Dore	D-Ore
PARK	park
Budapest	BUDAPEST
500d	500-D
PARS	pars
Hosiery	HOSIERY
HUMINT	humint
GAMMA	Gamma
TEXT	text
Throwing	THROWING
PALM	palm
C.A.C.T.U.S.	Cactus
PALS	pals
PAMS	pams
CONTRAST	Contrast
PANS	pans
Check-Out	check-out
InterContinental	Intercontinental
AirPort	airport
Philo-Semitism	Philosemitism
SMiLE	Smile
SmILE	Smile
Italy	ITALY
TETS	tets
PAIR	pair
Kennedy	KENNEDY
Transamerica	TRANSAMERICA
PACE	pace
Phoenix	PHOENIX
Calvin	CALVIN
Rip-Off	rip-off
GAMES	Games
Weiss	WEISS
PADS	pads
HotWired	hot-wired
Hair	Ha-Ir
SOVA	Sova
Safeco	SAFECO
E.P.Onymous	eponymous
Tick-Tock	tick-tock
Batna	BATNA
Kezi	KEZI
STONe	Stone
SZE	Sze
SYR	Syr
SYD	Syd
Biography	BIOGRAPHY
XING	Xing
ELMO	Elmo
ÉTS	E.T.S
SWE	Swe
Higher	HIGHER
Goodtimes	GoodTimes
Runnymede	RUNNYMEDE
SUR	Sur
TVS	TVs
SUM	Sum
SUL	Sul
Twa	TWA
STS	Sts
STL	Stl
Trax	TRAX
Ugi	UGI
T-Rac	TRAC
Trac	TRAC
TED	Ted
TEC	Tec
TEL	Tel
TEK	Tek
Ues	UES
Kan-Laon	Kanlaon
E.P.idemic	epidemic
Five-year	Five-Year
Fiveyear	Five-Year
...Left	left-
Chevron	CHevron
SPAR	Spar
ReDeSign	Redesign
TAP	Tap
TAM	Tam
TAS	Tas
TAT	Tat
Udi	UDI
TBL	Tbl
TAI	Tai
TAL	Tal
TAE	Tae
TaG	Tag
TAB	Tab
Euro-Vision	Eurovision
Tree	TREE
Ual	UAL
MAMMALS	Mammals
SPEN	Spen
ELWa	Elwa
Somewhat	SOMEWHAT
S-IV	Siv
SIV	Siv
SIX	Six
TMi	TMI
T-Mo	TMO
ASTA	asta
AStA	asta
SKA	Ska
Safety	SAFETY
SHI	Shi
S.H.E	She
Hoffer	HOFFER
SHO	Sho
SGT	Sgt
GATTO	Gatto
Sım	Sim
Kemp	KEMP
SIU	Siu
SIT	Sit
SIS	Sis
SIP	Sip
SIO	Sio
SIN	Sin
SID	Sid
SIE	Sie
S-IB	Sib
SIB	Sib
Bicycle	BICYCLE
ThF	THF
SoHo	Soho
Baseball	BASEBALL
S-Oil	Soil
SEY	Sey
S.E.X.	Sex
Tip	TIP
Tin	TIN
TiE	TIE
Tie	TIE
THE	THe
Til	TIL
Tii	TII
Kent	KENT
Intermovement	InterMovement
SDN	Sdn
Tristar	TriStar
Annemarie	Anne-Marie
Obstacle	OBSTACLE
Tes	TES
Tés	TES
Believe	BELIEVE
SEP	Sep
SEN	Sen
Platinum	PLATINUM
SEO	Seo
SEM	Sem
SEK	Sek
E.M.A.S	Emas
EMAS	Emas
SOKO	Soko
SEH	Seh
EMAP	Emap
SEE	See
SEA	Sea
CONSORT	consort
So-Lo	Solo
E-MAC	Emac
EMac	Emac
ONEOK	Oneok
SoMa	Soma
SRI	Sri
SRL	Srl
SHERIFF	sheriff
SRY	Sry
STB	StB
Tui	TUI
International	INTERNATIONAL
SPC	Spc
S.P.A.	Spa
SP-A	Spa
SPA	Spa
Tri	TRI
Bengal	Ben-Gal
VTOL	V-Tol
SPY	Spy
Try	TRY
Tse	TSE
Tph	TPH
SOE	Soe
SORT	Sort
K-I-S-S-I-N-G	kissing
S.P.A.	SpA
SP-A	SpA
SPA	SpA
Sp.a	SpA
Spa	SpA
SOC	Soc
SoX	Sox
SAMPSON	Sampson
SON	Son
SOP	Sop
SKY	Sky
Toe	TOE
Tow	TOW
To-y	TOY
Toy	TOY
SOT-A	Sota
Tót	TOT
Too	TOO
Top	TOP
Tom	TOM
FISH	fish
Voestalpine	Voest-Alpine
Gartmore	GARTMORE
.sys	SYS
FIRS	firs
Royce	ROYCE
Food	FOOD
E.M.M.A.	Emma
EMMA	Emma
ARCS	arcs
F.I.S.T	fist
F.I.S.T.	fist
FIRM	firm
Kentucky	KENTUCKY
FIRE	fire
Shin-Ei	Shinei
Súr	SUR
DOGMA	dogma
Sue	SUE
.sub	SUB
Sub	SUB
Dram	D-Ram
Sun	SUN
StB	STB
Form	FORM
Sabre-Tooth	sabre-tooth
Re-Bound	Rebound
Löw	-low
Reversing	REVERSING
FITS	fits
RUI	Rui
RUH	Ruh
RUG	Rug
SAG	Sag
SAI	Sai
SAK	Sak
SAm	Sam
Larocque	LaRocque
Triple-X	Triplex
SAC	Sac
SAD	Sad
Tax	TAX
Tav	TAV
Tay	TAY
Táp	TAP
Tat	TAT
Tát	TAT
Europeanus	European-U.S
Ten	TEN
.tel	TEL
Tea	TEA
Téa	TEA
Ted	TED
SAX	Sax
SAT	Sat
SAR	Sar
SAS	Sas
SAP	Sap
SAN	San
SAO	Sao
Mifflin	MIFFLIN
.mail	mail-
Higgins	HIGGINS
Pentland	PENTLAND
NICOLE	Nicole
ARMA	arma
Tab	TAB
Tâb	TAB
Tác	TAC
KeeN	KEEN
Keen	KEEN
Keep	KEEP
Royal	ROYAL
ARTS	arts
ARts	arts
.shp	SHP
Shi	SHI
D.S.C.	D-S.C
D.S.c.	D-S.C
DSC	D-S.C
SPIE	Spie
REX	Rex
SPIC	Spic
RET	Ret
R.E.V.	Rev
Sis	SIS
Sir	SIR
Sio	SIO
Sió	SIO
Sin	SIN
Sim	SIM
Sım	SIM
D.S.D.	D-S.D
DSD	D-S.D
Sif	SIF
Sic	SIC
Sia	SIA
Ape-Man	ape-man
LIFESTAR	Lifestar
RHA	Rha
Six	SIX
RIP	Rip
Ski	SKI
RIA	Ria
GEnie	genie
Ska	SKA
RIE	Rie
RIC	Ric
.sdc	SDC
Audit	AUDIT
RAT	Rat
RAS	Ras
RAU	Rau
R.A.W.	Raw
Tron	TRON
FIGS	figs
Sed	SED
Séd	SED
Yorkton	YORKTON
See	SEE
Sée	SEE
Seb	SEB
Sel	SEL
Makers	MAKERS
RBS	Rbs
Sea	SEA
FrontRunner	front-runner
RDP	Rdp
Ser	SER
Set	SET
Sex	SEX
StrongARM	strong-arm
REF	Ref
REC	Rec
RED	Red
REI	Rei
REG	Reg
REH	Reh
R.E.M.	Rem
REM	Rem
Congress	CONGRESS
SFR	SFr
FIDE	fide
GRAIN	grain
LOOK	-look
Sp.a	SPA
Spa	SPA
Mackenzie	MacKenzie
Cowboy	COWBOY
Multi-Cultural	multicultural
GRASP	grasp
ROE	Roe
ROH	Roh
ROA	Roa
R.O.B.	Rob
R.O.C.	Roc
R.O.D	Rod
ROY	Roy
SPS	SPs
ROS	Ros
RON	Ron
Sri	SRI
Srb	SRB
MOC	-moc
Src	SRC
Sro.	SRO
Ssp.	SSP
SpoT	Spot
FINO	fino
FINS	fins
SNi	SNI
GRAPE	grape
True	TRUE
True...	TRUE
FINE	fine
Transatlantic	TransAtlantic
Sod	SOD
Soi	SOI
Sol	SOL
Sól	SOL
Söl	SOL
Som	SOM
Sp1	SP1
Sop	SOP
Goodbye	GOODBYE
Bio/technology	Bio/Technology
Kingston	KINGSTON
TINs	tins
Town	TOWN
LINER	liner
U.N.C.L.E.	uncle
ABCS	ABCs
Khet	KHET
Khêt	KHET
Apply	APPLY
ICARUS	Icarus
KAUL	kaul
Way	WAY
War	WAR
Was	WAS
Occidental	OCCIDENTAL
Military	MILITARY
Brief	BRIEF
Energis	ENERGIS
Mcclintock	McClintock
Vermont	VERMONT
Wad	WAD
Wah	WAH
Tour	TOUR
Apple	APPLE
GReAT	great
VEE	Vee
Militant	MILITANT
VDA	Vda
TCAs	T-CAS
Mitchell	MITCHELL
Wet	WET
Weg	WEG
Wea	WEA
SureFire	sure-fire
GENICOM	Genicom
Able	ABLE
Datas	DATAS
GREEN	green
Wda	WDA
VAS	Vas
VAX	Vax
VAM	Vam
V.I.C.	Vic
Topix	TOPIX
VIR	Vir
VIA	Via
Speed	SPEED
Wis	WIS
Wig	WIG
Run-up	Run-Up
Reinsurance	Re-Insurance
Wii	WII
Win	WIN
Why	WHY
Who	WHO
Through	THROUGH
....Envy	Envy
Polaroid	POLAROID
Vla	VLA
Low-Ball	low-ball
Cosatu	COSATU
On-Cor	Oncor
Florence	FLORENCE
V-me	VME
Ladbroke	LADBROKE
DWARF	Dwarf
UND	Und
UNE	Une
S.C.I.E.N.C.E.	science
UNO	Uno
Timing	TIMING
Pullman	PULLMAN
Surprise	SURPRISE
ULF	Ulf
ULM	Ulm
HORDES	hordes
UMA	Uma
Von	VON
UMM	Umm
LET	-let
Vor	VOR
Vör	VOR
TIES	ties
Lemmon	LEMMON
Tony	TONY
URN	Urn
URS	Urs
Proliferation	PROLIFERATION
Vtm	VTM
URA	Ura
Tops	TOPS
USK	Usk
Excello	Ex-Cell-O
PURPLE	Purple
Gonzalez	GONZALEZ
USE	Use
South-East	south-east
Relief	RELIEF
Blacks	BLACKS
UPN	Upn
Redundancy	REDUNDANCY
Vrå	VRA
SMOG	Smog
Edwards	EDWARDS
Toru	TORU
KAND	kand
MAMBA	mamba
UVA	Uva
KALI	kali
KALE	kale
Toll	TOLL
UTT	Utt
UTE	Ute
UTA	Uta
InterCity	intercity
Tong	TONG
CHOPS	chops
T.W.O	Two
JEAN	Jean
Uxp	UXP
Harassment	HARASSMENT
P.E.A.K	peak
Maryland	MARYLAND
Recommendation	RECOMMENDATION
PEAS	peas
PEAR	pear
LeConte	Leconte
TZU	Tzu
Life-Line	Lifeline
Ex-Con	ex-con
Vai	VAI
GameMaker	game-maker
Slalom	SLALOM
Wide-Eyed	Wide-eyed
Over-the-counter	Over-the-Counter
Payment	PAYMENT
CRUMBS	crumbs
Fram	FRAM
Frac	FRAC
Liquidation	LIQUIDATION
PEGS	pegs
LapLand	Lapland
Van	VAN
Val	VAL
Vál	VAL
Var	VAR
Vár	VAR
Vav	VAV
Vat	VAT
Vát	VAT
Vaz	VAZ
S.O.A.P.	Soap
SOAP	Soap
UCH	Uch
Reply	REPLY
BeachWare	beachware
UBE	Ube
Reached	REACHED
A.T.O.M	atom
A.T.O.M.	atom
U.D.O.	Udo
UDO	Udo
UDI	Udi
F-Law	flaw
UDE	Ude
FlaK	flak
SUNDAY	Sunday
FarmHouse	farmhouse
Vii	VII
Vie	VIE
PEEK	peek
UFA	Ufa
Dirty	DIRTY
TeX	Tex
TEW	Tew
TET	Tet
STOCK	Stock
South-East	SOUTHEAST
Southeast	SOUTHEAST
SuperTex	Supertex
Uis	UIS
R.E.B.E.L.S.	rebels
THA	Tha
PERM	perm
THE	The
PERC	perc
THU	Thu
TIA	Tia
TiA	Tia
TiE	Tie
Soho	SoHo
Mackay	MacKay
T.I.P.	Tip
TIM	Tim
Chair	CHAIR
TIN	Tin
TIS	Tis
Chain	CHAIN
TIR	Tir
Ulf	ULF
Eurotunnel	EUROTUNNEL
Uli	ULI
Free	FREE
Free...	FREE
Una	UNA
Und	UND
Laval	LaVal
U-n-i	UNI
Uni	UNI
Uno	UNO
Mackey	MacKey
Byword	By-Word
Self-Discipline	self-discipline
SINGERS	Singers
Drag-On	Dragon
NonProductive	nonproductive
Company	COMPANY
T.O.P	Top
T.O.P.	Top
TOP	Top
T.O.K.	Tok
TOW	Tow
T.O.Y.	Toy
TOA	Toa
TOD	Tod
Urs	URS
Ura	URA
SNOW	Snow
Ust	UST
Country	COUNTRY
Usw	USW
Chart	CHART
Use	USE
From	FROM
Usi	USI
Compass	COMPASS
TRU	Tru
Utu	UTU
TRI	Tri
PETS	pets
Minute-Man	Minuteman
TRE	Tre
Chaos	CHAOS
TST	Tst
Self-Reliance	self-reliance
TSO	Tso
P.E.S.O.	peso
Champ	CHAMP
Port-au-Prince	PORT-AU-PRINCE
TUT	Tut
Fokker	FOKKER
TUG	Tug
EPIC	Epic
CD-ROM	CD-Rom
Cdrom	CD-Rom
Venezuela	VENEZUELA
T.O.P	top-
T.O.P.	top-
TOP	top-
Sonatrach	SONATRACH
T.O.N.Y.	tony
TOPS	tops
SPARSE	sparse
Ail	aIl
SKIP	Skip
SKIL	Skil
DAPHNE	Daphne
Dutton	DUTTON
Negligence	NEGLIGENCE
English	ENGLISH
Zürich	ZURICH
Triad	Tri-Ad
Amma	AMMA
BT100	Bt100
EXPRESS	express
Sian	SI-AN
Skiing	SKIING
Fatal	FATAL
TOGs	togs
Counsel	COUNSEL
Fewer	FEWER
SKAR	Skar
MacLaren	Maclaren
Al-Nas	Alnas
FLOW	flow
Latvia	LATVIA
Rosedale	ROSEDALE
Standing	STANDING
B.U.D.D.Y.	buddy
Dnata	DNATA
Results	RESULTS
Mid-South	Midsouth
DeVaux	Devaux
Mobil	MOBIL
Restructuring	RESTRUCTURING
LaRoche	Laroche
SEVEN	seven
Reaction	REACTION
T.O.T.E.	tote
Director-general	Director-General
ADEPT	Adept
OHEL	Ohel
Skypix	SkyPix
CrossCountry	cross-country
Gavel	GAVEL
Dalgety	DALGETY
Kaye	KAYE
ECLIPSE	eclipse
ECLiPSe	eclipse
Slowdown	SLOWDOWN
Prießnitz	Priessnitz
Accidental	ACCIDENTAL
Cdrom	CD-ROM
SLIM	Slim
SLiM	Slim
Also	ALSO
Ignorance	IGNORANCE
FirstClass	First-class
CLAAS	Claas
Shelter	SHELTER
Alps	ALPS
Alpo	ALPO
Widow	WIDOW
Widów	WIDOW
Alpa	ALPA
Xiaoping	Xiao-Ping
Always	ALWAYS
Always...	ALWAYS
Alıc	ALIC
Alma	ALMA
SLAM	Slam
Rent-a-Car	Rent-A-Car
Rent-a-car	Rent-A-Car
Dhing	DHing
Narcoterrorism	Narco-Terrorism
Milstar	MILSTAR
A-Lex	ALEX
Alex	ALEX
Alex-	ALEX
Prostep	ProStep
HeadCount	headcount
SLED	Sled
Account	ACCOUNT
Alan	ALAN
Russia	-Russia
Export	EXPORT
Register	REGISTER
Joel	Jo-El
Managua	MANAGUA
DIRECT	direct
POKEY	pokey
Pint	PINT
PIMS	PIMs
Regulation	REGULATION
Estate	ESTATE
Dearborn	DEARBORN
Anybody	ANYBODY
Rapho	RAPHO
Rapid	RAPID
Algeria	ALGERIA
Pipe	PIPE
Bargaining	BARGAINING
Toad	TOAD
Tsarist	TSARIST
Hsin-Chu	Hsinchu
Davies	DAVIES
Pirg	PIRG
Post-War	Post-war
Religious	RELIGIOUS
Restraint	RESTRAINT
AVID	avid
Pick	PICK
Hypertext	HYPERTEXT
Delta-K	Deltak
SPECTRE	Spectre
Pier	PIER
Beverly	BEVERLY
Friday	FRiday
Arch-Priest	archpriest
ComBat	Combat
JASS	Jass
Precision	PRECISION
RAPID	Rapid
Borken	BORKEN
BIZ	biz
BIT	bit
IndyCar	Indycar
BIN	bin
CONSORT	Consort
BLS	bls
Catalog	CATALOG
LegCo	Legco
KEYS	keys
SIDS	Sids
JAPS	Japs
SIEG	Sieg
Tough	TOUGH
BOD	bod
BoA	boa
Report	REPORT
BOK	bok
SIDI	Sidi
CYCLONE	Cyclone
BNG	bng
SICA	Sica
Indiana	INDIANA
SIBA	Siba
Mortgage-backed	MORTGAGE-BACKED
BPD	bpd
LANDSAT	Landsat
SQUID	Squid
BOY	boy
KENO	keno
BAN	ban
J-Air	Jair
BAL	bal
B.A.D	bad
B.A.T.	bat
B.As.	bas
BAS	bas
BAs	bas
Remploy	REMPLOY
WINKS	Winks
F.O.R.C.E.	force
BEG	beg
B.Ed.	bed
Post-Mortem	postmortem
PostMortem	postmortem
BEL	bel
Bonton	BonTon
KELP	kelp
BID	bid
MOOSE	moose
Southeast	SouthEast
JADE	Jade
Ja-Da	Jada
NACODS	Nacods
Successor	SUCCESSOR
W-inds.	Winds
WINDS	Winds
West-Link	Westlink
InteGrate	integrate
C.L.A.S.H.	Clash
QUIET	quiet
CLASS	Class
PLANTs	plants
CLARA	Clara
C-Lark	Clark
Clive	CLIVE
WordStar	Wordstar
ASPIC	aspic
K-Day	KDAY
Shift	SHIFT
SITA	Sita
Aberdeen	ABERDEEN
Insurance	INSURANCE
SideStep	side-step
C.a.R.	car
CaR	car
CAS	cas
CAN	can
Mathews	MAthews
C.A.B.	cab
CAE	cae
Barry	BARRY
Change	CHANGE
Changé	CHANGE
Reuss	REUSS
SIRA	Sira
SIRC	Sirc
Großpetersdorf	Grosspetersdorf
QUILL	quill
Kettering	KETTERING
VIVENDI	vivendi
SIPP	Sipp
SIMS	Sims
SIMI	Simi
Johannesburg	JOHANNESBURG
Jay-J	Jayj
BUT	but
Focus	FOCUS
BUX	bux
Uncertainty	UNCERTAINTY
Shine	SHINE
Gates	GATES
FreeStyle	free-style
BWP	bwp
Sıla	Sila
CLaMS	Clams
Ansa	ANSA
Ansæ	ANSA
Ône	-one
Surgery	SURGERY
Gun.Smoke	Gunsmoke
AIM	aim
York	YORK
AID	aid
AHH	ahh
SABLE	sable
AHD	ahd
Ma-KING	Making
AGM	agm
AGm	agm
AgM	agm
Putting	PUTTING
AGO	ago
Hallmark	Hall-Mark
Total	TOTAL
ANN	ann
ANS	ans
ANA	ana
AMO	amo
Sutcliffe	SUTCLIFFE
Hayden	HAYDEN
DeFence	defence
A.L.T.	alt
ALL	all
Abdul	ABDUL
ABD	abd
Player	PLAYER
ATOLL	Atoll
Disease	DISEASE
System	SYSTEM
F.e.v.e.r.	FEVER
Fever	FEVER
PowerPlant	power-plant
Helicopter	HELICOPTER
Dominican	DOMINICAN
Champús	CHAMPUS
Chess	CHESS
Development	DEVELOPMENT
Ballet	BALLET
Chemlink	ChemLink
AFT	aft
Up-Tight	uptight
AccountAbility	accountability
Sichuan	SICHUAN
A.G.E.	age
Non-Stop	Non-stop
NonStop	Non-stop
ADJ	adj
ADD	add
ADS	ads
ADV	adv
ACH	ach
ACY	acy
A.C.T	act
ACT	act
Friedrichstraße	Friedrichstrasse
TOAL	toal
Rip	R.I.P
Jacques	JACQUES
Pro-Test	Protest
KEGS	kegs
TOAD	toad
F.R.E.S.H.	Fresh
KEEN	keen
KeeN	keen
KEEL	keel
KEEP	keep
OWL-S	owls
OWLS	owls
F.O.W.L.	fowl
RockResorts	Rockresorts
Sayers	SAYERS
SubUrbia	suburbia
Lineup	LINEUP
Instore	In-Store
Mexico	MEXICO
Mexicó	MEXICO
KEAS	keas
Airlift	AIR-LIFT
ARE	are
ARC	arc
ARB	arb
ARA	ara
ARK	ark
ARI	ari
Romania	ROMANIA
România	ROMANIA
FORM	form
Meeting	MEETING
ART	art
ASA	asa
ASO	aso
ASK	ask
TARGET	Target
Check	CHECK
Stalemate	STALEMATE
AVE	ave
AWE	awe
F.O.O.D.	food
ATA	ata
AST	ast
ATN	atn
Range	RANGE
AT-L	atl
ATL	atl
ATH	ath
Finally	FINALLY
Finally...	FINALLY
AUS	aus
AUF	auf
Basic	BASIC
AIDS	AIDs
Creditors	CREDITORS
Mission	MISSION
40Plus	40-plus
Abutaleb	Abu-Taleb
Missing	MISSING
Slowly	SLOWLY
POLYGON	Polygon
Aide	AIDE
Çamardı	Camardi
Tristar	Tri-Star
FrontRunner	frontrunner
Tiaa	TIAA
Empire	EMPIRE
Southwest	South-West
Tibi	TIBI
Mining	MINING
Arch-Bishop	Archbishop
Edgar	EDGAR
M.O.V.I.E.	movie
WAS	-was
NewsRoom	newsroom
Norway	NORWAY
Split	SPLIT
Pelorus	PELORUS
Hiscox	HISCOX
S.H.I.E.L.D.	Shield
COMDEX	Comdex
IMPACT	Impact
Agro-Chemical	agrochemical
VIA	-via
T.O.A.S.T.	Toast
Volvo	VOLVO
Sailing	SAILING
Springdale	SPRINGDALE
Balfour	BALFOUR
KHAT	khat
SuperGun	Supergun
Ferry	FERRY
SciTech	Scitech
XRAY	Xray
Time	TIME
FOREST	forest
MOUSE	mouse
SOCKS	socks
Tilt	TILT
Ani-Mator	animator
Pencil	PENCIL
Cookson	COOKSON
Tiri	TIRI
Lawrence	LAWRENCE
Tire	TIRE
Tips	TIPs
Revealed...	re-vealed
ESCAPE	escape
Tiny	TINY
WAITS	Waits
Chilean	CHILEAN
Garbo	GARBO
FRET	fret
Argentina	ARGENTINA
ChucK	chuck
ISABELLE	Isabelle
Hampshire	HAMPSHIRE
Moment	MOMENT
Son-Rise	Sonrise
Penn	PENN
Jordan	JORDAN
Pens	PENS
I.T.A.L.Y.	Italy
Z.u.L.	Zul
ZuL	Zul
ZUM	Zum
ZUN	Zun
Karl-Heinz	Karlheinz
McMartin	McMARTIN
Comedie-francaise	Comedie-Francaise
Comedie-française	Comedie-Francaise
Comédie-francaise	Comedie-Francaise
OpenMarket	open-market
PEPS	PEPs
Push-button	Push-Button
Pushbutton	Push-Button
Pera	PERA
Pêra	PERA
Sui-San	Suisan
HASELL	Hasell
Watson	WATSON
Peta	PETA
Peta-	PETA
ALMA	al-Ma
Alma	al-Ma
Pete	PETE
Herbal	HERBAL
SHAI	Shai
QuickFIX	quick-fix
Lloyd	LLOYD
Punishment	PUNISHMENT
Migration	MIGRATION
Undone	UNDONE
FROG	frog
5fu	5-FU
Second-Hand	secondhand
MOTOS	motos
Homeowners	HOMEOWNERS
FACT	fact
PROMPT	prompt
Borrow	BORROW
FADO	fado
Region	REGION
Région	REGION
Dill	D-Ill
Kontiki	Kon-Tiki
Boston	BOSTON
Agni	AGNI
MacFarlane	Macfarlane
Egypt	EGypt
SOBER	sober
Woolwich	WOOLWICH
Peco	PECO
Hole-in-the-Wall	hole-in-the-wall
PolyGram	Polygram
IDon	I-don
TriBeCa	Tribeca
Disclosure	DISCLOSURE
HotSpot	hotspot
Peek	PEEK
Peel	PEEL
TUGS	tugs
RITES	Rites
Yule	YULE
DISCover	discover
TeleComputing	Telecomputing
BRender	Brender
FANG	fang
FiReControl	fire-control
KIWI	kiwi
HighWire	high-wire
KIVA	kiva
Tonton	Ton-Ton
Taking	TAKING
Brain	BRAIN
Mnet	M-Net
Sporting	SPORTING
Camp	cAMP
Câmp	cAMP
FATS	fats
Brace	BRACE
FAST	fast
Brady	BRADY
